event_id,dataset_id,tdc_time_ns,pulse_id,exposure_id,detector_id,basis,outcome,pulse_height_mV,time_over_threshold_ns,gate_code,veto_bits,calibration_id,clock_calibration_id,quality_mask
EVT-000000001206,SIM-0001,2026081372731000066,PULSE-EXP-0001-0024-08731,EXP-0001-0024,SNSPD-01,Z,+,31.337138,8.831411,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001207,SIM-0001,2026081372942000107,PULSE-EXP-0001-0024-08942,EXP-0001-0024,SNSPD-05,Y,+,31.471201,7.751439,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001208,SIM-0001,2026081372947000113,PULSE-EXP-0001-0024-08947,EXP-0001-0024,SNSPD-03,X,+,29.869588,8.221192,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001209,SIM-0001,2026081372979000024,PULSE-EXP-0001-0024-08979,EXP-0001-0024,SNSPD-01,Z,+,30.998832,8.716759,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001210,SIM-0001,2026081373053000056,PULSE-EXP-0001-0024-09053,EXP-0001-0024,SNSPD-01,Z,+,28.244570,8.061614,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001211,SIM-0001,2026081373083000025,PULSE-EXP-0001-0024-09083,EXP-0001-0024,SNSPD-06,Y,-,27.426934,8.190011,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001212,SIM-0001,2026081373352000076,PULSE-EXP-0001-0024-09352,EXP-0001-0024,SNSPD-01,Z,+,33.291898,8.123961,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001213,SIM-0001,2026081373548000006,PULSE-EXP-0001-0024-09548,EXP-0001-0024,SNSPD-06,Y,-,32.709047,8.083565,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001214,SIM-0001,2026081373630000073,PULSE-EXP-0001-0024-09630,EXP-0001-0024,SNSPD-03,X,+,28.988467,8.029753,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001215,SIM-0001,2026081373792000115,PULSE-EXP-0001-0024-09792,EXP-0001-0024,SNSPD-02,Z,-,32.945412,8.369789,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001216,SIM-0001,2026081373859000088,PULSE-EXP-0001-0024-09859,EXP-0001-0024,SNSPD-02,Z,-,31.075799,8.130302,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001217,SIM-0001,2026081373909000167,PULSE-EXP-0001-0024-09909,EXP-0001-0024,SNSPD-04,X,-,33.977235,7.716883,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001218,SIM-0001,2026081373914000179,PULSE-EXP-0001-0024-09914,EXP-0001-0024,SNSPD-02,Z,-,31.084178,7.441057,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001219,SIM-0001,2026081373922000116,PULSE-EXP-0001-0024-09922,EXP-0001-0024,SNSPD-05,Y,+,32.397266,7.749896,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001220,SIM-0001,2026081373964000015,PULSE-EXP-0001-0024-09964,EXP-0001-0024,SNSPD-05,Y,+,30.807147,7.985087,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001221,SIM-0001,2026081373976000038,PULSE-EXP-0001-0024-09976,EXP-0001-0024,SNSPD-02,Z,-,31.901928,8.282573,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001222,SIM-0001,2026081375842000131,PULSE-EXP-0001-0008-00842,EXP-0001-0008,SNSPD-04,X,-,35.456870,8.261173,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001223,SIM-0001,2026081376070000103,PULSE-EXP-0001-0008-01070,EXP-0001-0008,SNSPD-04,X,-,30.455575,9.336165,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001224,SIM-0001,2026081376203000089,PULSE-EXP-0001-0008-01203,EXP-0001-0008,SNSPD-05,Y,+,31.115192,7.339481,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001225,SIM-0001,2026081377169000171,PULSE-EXP-0001-0008-02169,EXP-0001-0008,SNSPD-03,X,+,33.232150,8.256269,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001226,SIM-0001,2026081377344000055,PULSE-EXP-0001-0008-02344,EXP-0001-0008,SNSPD-05,Y,+,31.966691,8.728310,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001227,SIM-0001,2026081378385000185,PULSE-EXP-0001-0008-03385,EXP-0001-0008,SNSPD-06,Y,-,34.683083,8.172733,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001228,SIM-0001,2026081378500000124,PULSE-EXP-0001-0008-03500,EXP-0001-0008,SNSPD-02,Z,-,30.432039,8.047495,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001229,SIM-0001,2026081378508000116,PULSE-EXP-0001-0008-03508,EXP-0001-0008,SNSPD-05,Y,+,30.713589,6.800692,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001230,SIM-0001,2026081379191000015,PULSE-EXP-0001-0008-04191,EXP-0001-0008,SNSPD-06,Y,-,29.251137,7.973592,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001231,SIM-0001,2026081379522000029,PULSE-EXP-0001-0008-04522,EXP-0001-0008,SNSPD-01,Z,+,32.962611,7.779822,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001232,SIM-0001,2026081380471000080,PULSE-EXP-0001-0008-05471,EXP-0001-0008,SNSPD-04,X,-,33.690061,7.283441,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001233,SIM-0001,2026081380933000094,PULSE-EXP-0001-0008-05933,EXP-0001-0008,SNSPD-01,Z,+,33.529772,7.799949,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001234,SIM-0001,2026081381071000179,PULSE-EXP-0001-0008-06071,EXP-0001-0008,SNSPD-02,Z,-,32.013105,7.903641,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001235,SIM-0001,2026081382890000057,PULSE-EXP-0001-0008-07890,EXP-0001-0008,SNSPD-03,X,+,34.467662,7.114785,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001236,SIM-0001,2026081383700000012,PULSE-EXP-0001-0008-08700,EXP-0001-0008,SNSPD-05,Y,+,33.227704,7.774454,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001237,SIM-0001,2026081386663000068,PULSE-EXP-0001-0018-00663,EXP-0001-0018,SNSPD-02,Z,-,33.072202,8.045355,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001238,SIM-0001,2026081386754000001,PULSE-EXP-0001-0018-00754,EXP-0001-0018,SNSPD-02,Z,-,28.727950,8.225673,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001239,SIM-0001,2026081386932000076,PULSE-EXP-0001-0018-00932,EXP-0001-0018,SNSPD-05,Y,+,28.767233,6.993400,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001240,SIM-0001,2026081387232000047,PULSE-EXP-0001-0018-01232,EXP-0001-0018,SNSPD-04,X,-,34.417701,7.551198,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001241,SIM-0001,2026081387745000110,PULSE-EXP-0001-0018-01745,EXP-0001-0018,SNSPD-06,Y,-,34.491057,7.791217,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001242,SIM-0001,2026081387755000195,PULSE-EXP-0001-0018-01755,EXP-0001-0018,SNSPD-04,X,-,30.138906,8.659570,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001243,SIM-0001,2026081387849000099,PULSE-EXP-0001-0018-01849,EXP-0001-0018,SNSPD-02,Z,-,34.567178,7.480799,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001244,SIM-0001,2026081388164000115,PULSE-EXP-0001-0018-02164,EXP-0001-0018,SNSPD-06,Y,-,29.634657,8.100154,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001245,SIM-0001,2026081388218000084,PULSE-EXP-0001-0018-02218,EXP-0001-0018,SNSPD-06,Y,-,32.271839,7.759781,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001246,SIM-0001,2026081388270000012,PULSE-EXP-0001-0018-02270,EXP-0001-0018,SNSPD-03,X,+,31.998830,8.481935,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001247,SIM-0001,2026081388326000082,PULSE-EXP-0001-0018-02326,EXP-0001-0018,SNSPD-01,Z,+,27.545054,7.667496,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001248,SIM-0001,2026081388493000139,PULSE-EXP-0001-0018-02493,EXP-0001-0018,SNSPD-05,Y,+,30.239901,8.048084,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001249,SIM-0001,2026081388615000007,PULSE-EXP-0001-0018-02615,EXP-0001-0018,SNSPD-04,X,-,32.129853,8.363430,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001250,SIM-0001,2026081388617000010,PULSE-EXP-0001-0018-02617,EXP-0001-0018,SNSPD-05,Y,+,30.908253,8.312880,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001251,SIM-0001,2026081388856000023,PULSE-EXP-0001-0018-02856,EXP-0001-0018,SNSPD-04,X,-,27.676475,8.625237,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001252,SIM-0001,2026081389029000002,PULSE-EXP-0001-0018-03029,EXP-0001-0018,SNSPD-06,Y,-,34.848672,8.077776,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001253,SIM-0001,2026081389244000071,PULSE-EXP-0001-0018-03244,EXP-0001-0018,SNSPD-02,Z,-,33.835654,7.993776,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001254,SIM-0001,2026081389525000138,PULSE-EXP-0001-0018-03525,EXP-0001-0018,SNSPD-02,Z,-,29.756272,8.293807,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001255,SIM-0001,2026081389822000009,PULSE-EXP-0001-0018-03822,EXP-0001-0018,SNSPD-06,Y,-,34.697068,7.618005,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001256,SIM-0001,2026081390318000001,PULSE-EXP-0001-0018-04318,EXP-0001-0018,SNSPD-05,Y,+,33.016533,7.763478,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001257,SIM-0001,2026081390531000141,PULSE-EXP-0001-0018-04531,EXP-0001-0018,SNSPD-05,Y,+,31.846969,7.100703,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001258,SIM-0001,2026081390674000159,PULSE-EXP-0001-0018-04674,EXP-0001-0018,SNSPD-01,Z,+,29.115695,7.667490,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001259,SIM-0001,2026081390990000047,PULSE-EXP-0001-0018-04990,EXP-0001-0018,SNSPD-04,X,-,30.648566,8.319119,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001260,SIM-0001,2026081391802000195,PULSE-EXP-0001-0018-05802,EXP-0001-0018,SNSPD-01,Z,+,31.809186,8.113926,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001261,SIM-0001,2026081392224000050,PULSE-EXP-0001-0018-06224,EXP-0001-0018,SNSPD-03,X,+,32.193487,8.729352,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001262,SIM-0001,2026081392254000071,PULSE-EXP-0001-0018-06254,EXP-0001-0018,SNSPD-06,Y,-,31.791812,8.480477,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001263,SIM-0001,2026081392321000186,PULSE-EXP-0001-0018-06321,EXP-0001-0018,SNSPD-01,Z,+,29.959143,8.043284,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001264,SIM-0001,2026081392413000059,PULSE-EXP-0001-0018-06413,EXP-0001-0018,SNSPD-02,Z,-,33.323456,8.449196,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001265,SIM-0001,2026081392891000042,PULSE-EXP-0001-0018-06891,EXP-0001-0018,SNSPD-05,Y,+,33.477028,8.018580,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001266,SIM-0001,2026081393241000124,PULSE-EXP-0001-0018-07241,EXP-0001-0018,SNSPD-05,Y,+,31.721745,8.920751,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001267,SIM-0001,2026081393268000015,PULSE-EXP-0001-0018-07268,EXP-0001-0018,SNSPD-05,Y,+,31.985700,7.721699,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001268,SIM-0001,2026081393281000150,PULSE-EXP-0001-0018-07281,EXP-0001-0018,SNSPD-05,Y,+,30.324013,7.558938,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001269,SIM-0001,2026081393450000014,PULSE-EXP-0001-0018-07450,EXP-0001-0018,SNSPD-06,Y,-,28.755004,8.004610,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001270,SIM-0001,2026081393464000123,PULSE-EXP-0001-0018-07464,EXP-0001-0018,SNSPD-06,Y,-,30.268257,8.456277,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001271,SIM-0001,2026081393593000068,PULSE-EXP-0001-0018-07593,EXP-0001-0018,SNSPD-01,Z,+,33.264418,7.689521,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001272,SIM-0001,2026081393741000060,PULSE-EXP-0001-0018-07741,EXP-0001-0018,SNSPD-06,Y,-,28.833723,8.769870,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001273,SIM-0001,2026081394175000032,PULSE-EXP-0001-0018-08175,EXP-0001-0018,SNSPD-05,Y,+,30.112999,7.723121,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001274,SIM-0001,2026081394475000059,PULSE-EXP-0001-0018-08475,EXP-0001-0018,SNSPD-05,Y,+,30.660899,8.362444,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001275,SIM-0001,2026081394579000042,PULSE-EXP-0001-0018-08579,EXP-0001-0018,SNSPD-06,Y,-,32.507598,8.237340,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001276,SIM-0001,2026081394767000165,PULSE-EXP-0001-0018-08767,EXP-0001-0018,SNSPD-05,Y,+,29.438734,8.007569,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001277,SIM-0001,2026081394836000133,PULSE-EXP-0001-0018-08836,EXP-0001-0018,SNSPD-05,Y,+,31.800545,8.064883,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001278,SIM-0001,2026081394920000131,PULSE-EXP-0001-0018-08920,EXP-0001-0018,SNSPD-04,X,-,34.266709,8.177698,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001279,SIM-0001,2026081394941000166,PULSE-EXP-0001-0018-08941,EXP-0001-0018,SNSPD-03,X,+,32.276674,8.907416,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001280,SIM-0001,2026081394949000078,PULSE-EXP-0001-0018-08949,EXP-0001-0018,SNSPD-06,Y,-,31.156424,7.018373,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001281,SIM-0001,2026081395184000130,PULSE-EXP-0001-0018-09184,EXP-0001-0018,SNSPD-01,Z,+,33.117853,8.712913,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001282,SIM-0001,2026081395253000196,PULSE-EXP-0001-0018-09253,EXP-0001-0018,SNSPD-02,Z,-,33.384989,7.619684,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001283,SIM-0001,2026081395362000151,PULSE-EXP-0001-0018-09362,EXP-0001-0018,SNSPD-04,X,-,28.647288,7.963989,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001284,SIM-0001,2026081395380000162,PULSE-EXP-0001-0018-09380,EXP-0001-0018,SNSPD-05,Y,+,31.118568,8.537242,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001285,SIM-0001,2026081395464000103,PULSE-EXP-0001-0018-09464,EXP-0001-0018,SNSPD-01,Z,+,31.166049,6.911020,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001286,SIM-0001,2026081395500000102,PULSE-EXP-0001-0018-09500,EXP-0001-0018,SNSPD-02,Z,-,32.081919,7.210483,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001287,SIM-0002,2026082100162000174,PULSE-EXP-0002-0023-00162,EXP-0002-0023,SNSPD-03,X,+,30.759105,8.655025,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001288,SIM-0002,2026082100193000187,PULSE-EXP-0002-0023-00193,EXP-0002-0023,SNSPD-05,Y,+,29.469659,7.351903,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001289,SIM-0002,2026082100254000002,PULSE-EXP-0002-0023-00254,EXP-0002-0023,SNSPD-01,Z,+,33.516612,7.735010,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001290,SIM-0002,2026082100318000156,PULSE-EXP-0002-0023-00318,EXP-0002-0023,SNSPD-01,Z,+,32.501373,7.407462,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001291,SIM-0002,2026082100383000053,PULSE-EXP-0002-0023-00383,EXP-0002-0023,SNSPD-01,Z,+,30.761641,8.505584,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001292,SIM-0002,2026082100453000125,PULSE-EXP-0002-0023-00453,EXP-0002-0023,SNSPD-06,Y,-,31.180762,8.421327,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001293,SIM-0002,2026082100460000154,PULSE-EXP-0002-0023-00460,EXP-0002-0023,SNSPD-04,X,-,33.077134,7.950644,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001294,SIM-0002,2026082100460000171,PULSE-EXP-0002-0023-00460,EXP-0002-0023,SNSPD-03,X,+,32.012784,9.207514,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001295,SIM-0002,2026082100607000041,PULSE-EXP-0002-0023-00607,EXP-0002-0023,SNSPD-04,X,-,34.029076,8.022589,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001296,SIM-0002,2026082100689000089,PULSE-EXP-0002-0023-00689,EXP-0002-0023,SNSPD-05,Y,+,33.759716,7.544212,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001297,SIM-0002,2026082100788000014,PULSE-EXP-0002-0023-00788,EXP-0002-0023,SNSPD-05,Y,+,36.561190,8.636233,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001298,SIM-0002,2026082100989000016,PULSE-EXP-0002-0023-00989,EXP-0002-0023,SNSPD-05,Y,+,28.666426,7.408463,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001299,SIM-0002,2026082101000000146,PULSE-EXP-0002-0023-01000,EXP-0002-0023,SNSPD-05,Y,+,33.369374,8.478677,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001300,SIM-0002,2026082101203000011,PULSE-EXP-0002-0023-01203,EXP-0002-0023,SNSPD-01,Z,+,36.454057,8.949705,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001301,SIM-0002,2026082101478000161,PULSE-EXP-0002-0023-01478,EXP-0002-0023,SNSPD-02,Z,-,30.865770,8.600761,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001302,SIM-0002,2026082101585000190,PULSE-EXP-0002-0023-01585,EXP-0002-0023,SNSPD-03,X,+,33.309499,7.176687,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001303,SIM-0002,2026082101600000010,PULSE-EXP-0002-0023-01600,EXP-0002-0023,SNSPD-02,Z,-,33.134821,8.670558,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001304,SIM-0002,2026082101681000156,PULSE-EXP-0002-0023-01681,EXP-0002-0023,SNSPD-05,Y,+,35.943508,8.155971,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001305,SIM-0002,2026082101716000074,PULSE-EXP-0002-0023-01716,EXP-0002-0023,SNSPD-05,Y,+,31.732628,7.581661,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001306,SIM-0002,2026082101929000075,PULSE-EXP-0002-0023-01929,EXP-0002-0023,SNSPD-03,X,+,32.405735,7.469975,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001307,SIM-0002,2026082101979000027,PULSE-EXP-0002-0023-01979,EXP-0002-0023,SNSPD-01,Z,+,33.788842,7.928756,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001308,SIM-0002,2026082102151000049,PULSE-EXP-0002-0023-02151,EXP-0002-0023,SNSPD-01,Z,+,29.426094,8.302260,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001309,SIM-0002,2026082102197000198,PULSE-EXP-0002-0023-02197,EXP-0002-0023,SNSPD-06,Y,-,33.637042,7.902094,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001310,SIM-0002,2026082102250000173,PULSE-EXP-0002-0023-02250,EXP-0002-0023,SNSPD-05,Y,+,28.471004,6.461621,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001311,SIM-0002,2026082102410000037,PULSE-EXP-0002-0023-02410,EXP-0002-0023,SNSPD-01,Z,+,30.829492,8.490623,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001312,SIM-0002,2026082102477000105,PULSE-EXP-0002-0023-02477,EXP-0002-0023,SNSPD-03,X,+,34.338920,8.638964,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001313,SIM-0002,2026082102586000191,PULSE-EXP-0002-0023-02586,EXP-0002-0023,SNSPD-06,Y,-,32.350046,8.671452,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001314,SIM-0002,2026082102719000042,PULSE-EXP-0002-0023-02719,EXP-0002-0023,SNSPD-06,Y,-,28.882366,8.331035,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001315,SIM-0002,2026082102727000131,PULSE-EXP-0002-0023-02727,EXP-0002-0023,SNSPD-06,Y,-,31.983504,8.257227,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001316,SIM-0002,2026082102803000027,PULSE-EXP-0002-0023-02803,EXP-0002-0023,SNSPD-06,Y,-,30.298795,7.274672,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001317,SIM-0002,2026082102813000181,PULSE-EXP-0002-0023-02813,EXP-0002-0023,SNSPD-05,Y,+,32.905981,7.827351,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001318,SIM-0002,2026082102905000000,PULSE-EXP-0002-0023-02905,EXP-0002-0023,SNSPD-01,Z,+,28.818097,8.054393,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001319,SIM-0002,2026082103064000121,PULSE-EXP-0002-0023-03064,EXP-0002-0023,SNSPD-03,X,+,30.695283,8.465934,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001320,SIM-0002,2026082103104000024,PULSE-EXP-0002-0023-03104,EXP-0002-0023,SNSPD-05,Y,+,30.653316,7.261447,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001321,SIM-0002,2026082103171000152,PULSE-EXP-0002-0023-03171,EXP-0002-0023,SNSPD-01,Z,+,32.552942,8.790347,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001322,SIM-0002,2026082103281000029,PULSE-EXP-0002-0023-03281,EXP-0002-0023,SNSPD-05,Y,+,30.382658,8.249040,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001323,SIM-0002,2026082103646000178,PULSE-EXP-0002-0023-03646,EXP-0002-0023,SNSPD-06,Y,-,32.204109,8.218239,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001324,SIM-0002,2026082103700000174,PULSE-EXP-0002-0023-03700,EXP-0002-0023,SNSPD-03,X,+,31.431083,7.689286,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001325,SIM-0002,2026082103738000025,PULSE-EXP-0002-0023-03738,EXP-0002-0023,SNSPD-04,X,-,30.821202,7.781136,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001326,SIM-0002,2026082103761000107,PULSE-EXP-0002-0023-03761,EXP-0002-0023,SNSPD-01,Z,+,36.336971,7.892709,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001327,SIM-0002,2026082103904000160,PULSE-EXP-0002-0023-03904,EXP-0002-0023,SNSPD-06,Y,-,37.085055,8.130263,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000001328,SIM-0002,2026082103925000174,PULSE-EXP-0002-0023-03925,EXP-0002-0023,SNSPD-04,X,-,32.480824,7.221326,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
